,original_index,Grupo_Metabolico
2841,50554,5. Isomerasas
2842,50561,2. Transferasas
2843,50568,1. Oxidorreductasas
2844,50570,1. Oxidorreductasas
2845,50593,3. Hidrolasas
2846,50600,2. Transferasas
2847,50603,2. Transferasas
2848,50607,6. Ligasas
2849,50611,3. Hidrolasas
2850,50633,2. Transferasas
2851,50658,3. Hidrolasas
2852,50664,2. Transferasas
2853,50667,1. Oxidorreductasas
2854,50796,3. Hidrolasas
2855,50817,4. Liasas
2856,50824,2. Transferasas
2857,50836,2. Transferasas
2858,50844,5. Isomerasas
2859,50865,3. Hidrolasas
2860,50867,3. Hidrolasas
2861,50893,1. Oxidorreductasas
2862,50894,2. Transferasas
2863,50896,5. Isomerasas
2864,50899,4. Liasas
2865,50904,4. Liasas
2866,50913,2. Transferasas
2867,50933,1. Oxidorreductasas
2868,50939,2. Transferasas
2869,50940,3. Hidrolasas
2870,50956,3. Hidrolasas
2871,50960,3. Hidrolasas
2872,50961,3. Hidrolasas
2873,51032,3. Hidrolasas
2874,51040,3. Hidrolasas
2875,51049,3. Hidrolasas
2876,51067,2. Transferasas
2877,51075,5. Isomerasas
2878,51077,3. Hidrolasas
2879,51078,2. Transferasas
2880,51079,3. Hidrolasas
2881,51154,2. Transferasas
2882,51156,2. Transferasas
2883,51175,1. Oxidorreductasas
2884,51177,2. Transferasas
2885,51278,2. Transferasas
2886,51281,7. Translocasas
2887,51294,2. Transferasas
2888,51367,3. Hidrolasas
2889,51394,2. Transferasas
2890,51404,6. Ligasas
2891,51432,3. Hidrolasas
2892,51450,2. Transferasas
2893,51457,3. Hidrolasas
2894,51458,3. Hidrolasas
2895,51459,3. Hidrolasas
2896,51469,2. Transferasas
2897,51470,2. Transferasas
2898,51473,2. Transferasas
2899,51474,2. Transferasas
2900,51475,2. Transferasas
2901,51502,1. Oxidorreductasas
2902,51543,7. Translocasas
2903,51544,4. Liasas
2904,51553,2. Transferasas
2905,51558,1. Oxidorreductasas
2906,51665,2. Transferasas
2907,51676,1. Oxidorreductasas
2908,51678,3. Hidrolasas
2909,51735,4. Liasas
2910,51737,2. Transferasas
2911,51739,2. Transferasas
2912,51742,5. Isomerasas
2913,51747,5. Isomerasas
2914,51749,2. Transferasas
2915,51759,3. Hidrolasas
2916,51821,2. Transferasas
2917,51822,2. Transferasas
2918,51833,1. Oxidorreductasas
2919,51838,1. Oxidorreductasas
2920,51840,2. Transferasas
2921,51844,3. Hidrolasas
2922,51856,3. Hidrolasas
2923,51858,3. Hidrolasas
2924,51882,2. Transferasas
2925,51892,6. Ligasas
2926,51904,3. Hidrolasas
2927,51925,2. Transferasas
2928,51978,3. Hidrolasas
2929,52005,2. Transferasas
2930,52018,2. Transferasas
2931,52027,3. Hidrolasas
2932,52030,1. Oxidorreductasas
2933,52044,3. Hidrolasas
2934,52184,2. Transferasas
2935,52193,2. Transferasas
2936,52367,1. Oxidorreductasas
2937,52368,2. Transferasas
2938,52380,2. Transferasas
2939,52450,3. Hidrolasas
2940,52472,3. Hidrolasas
2941,52552,3. Hidrolasas
2942,52627,2. Transferasas
2943,52629,7. Translocasas
2944,52649,3. Hidrolasas
2945,52688,3. Hidrolasas
2946,52690,2. Transferasas
2947,52702,2. Transferasas
2948,52794,2. Transferasas
2949,52800,2. Transferasas
2950,52808,1. Oxidorreductasas
2951,52819,2. Transferasas
2952,52830,3. Hidrolasas
2953,52835,6. Ligasas
2954,52874,2. Transferasas
2955,52889,5. Isomerasas
2956,52929,1. Oxidorreductasas
2957,52960,2. Transferasas
2958,52963,3. Hidrolasas
2959,52964,6. Ligasas
2960,52976,3. Hidrolasas
2961,52977,3. Hidrolasas
2962,52984,2. Transferasas
2963,52985,2. Transferasas
2964,52986,1. Oxidorreductasas
2965,52987,1. Oxidorreductasas
2966,52990,2. Transferasas
2967,52992,2. Transferasas
2968,52993,2. Transferasas
2969,52998,2. Transferasas
2970,52999,2. Transferasas
2971,53007,3. Hidrolasas
2972,53024,3. Hidrolasas
2973,53025,2. Transferasas
2974,53037,3. Hidrolasas
2975,53047,3. Hidrolasas
2976,53053,1. Oxidorreductasas
2977,53061,2. Transferasas
2978,53063,2. Transferasas
2979,53072,3. Hidrolasas
2980,53073,2. Transferasas
2981,53120,2. Transferasas
2982,53122,3. Hidrolasas
2983,53123,3. Hidrolasas
2984,53127,1. Oxidorreductasas
2985,53129,2. Transferasas
2986,53144,2. Transferasas
2987,53145,5. Isomerasas
2988,53154,2. Transferasas
2989,53188,7. Translocasas
2990,53204,1. Oxidorreductasas
2991,53213,6. Ligasas
2992,53214,6. Ligasas
2993,53217,6. Ligasas
2994,53218,6. Ligasas
2995,53237,2. Transferasas
2996,53245,2. Transferasas
2997,53251,2. Transferasas
2998,53253,2. Transferasas
2999,53255,2. Transferasas
3000,53276,2. Transferasas
3001,53283,1. Oxidorreductasas
3002,53293,2. Transferasas
3003,53303,7. Translocasas
3004,53326,2. Transferasas
3005,53329,4. Liasas
3006,53330,3. Hidrolasas
3007,53348,2. Transferasas
3008,53354,2. Transferasas
3009,53355,1. Oxidorreductasas
3010,53360,2. Transferasas
3011,53361,2. Transferasas
3012,53415,2. Transferasas
3013,53418,3. Hidrolasas
3014,53419,2. Transferasas
3015,53427,4. Liasas
3016,53431,3. Hidrolasas
3017,53437,1. Oxidorreductasas
3018,53442,3. Hidrolasas
3019,53443,2. Transferasas
3020,53507,4. Liasas
3021,53508,3. Hidrolasas
3022,53509,3. Hidrolasas
3023,53510,3. Hidrolasas
3024,53533,2. Transferasas
3025,53535,3. Hidrolasas
3026,53537,2. Transferasas
3027,53545,2. Transferasas
3028,53553,2. Transferasas
3029,53578,1. Oxidorreductasas
3030,53579,5. Isomerasas
3031,53593,2. Transferasas
3032,53595,3. Hidrolasas
3033,53605,3. Hidrolasas
3034,53614,1. Oxidorreductasas
3035,53620,3. Hidrolasas
3036,53622,1. Oxidorreductasas
3037,53628,4. Liasas
3038,53634,7. Translocasas
3039,53636,3. Hidrolasas
3040,53666,6. Ligasas
3041,53678,3. Hidrolasas
3042,53680,2. Transferasas
3043,53726,2. Transferasas
3044,53727,2. Transferasas
3045,53735,2. Transferasas
3046,53739,3. Hidrolasas
3047,53742,1. Oxidorreductasas
3048,53747,2. Transferasas
3049,53748,4. Liasas
3050,53756,3. Hidrolasas
3051,53757,5. Isomerasas
3052,53763,2. Transferasas
3053,53772,2. Transferasas
3054,53799,2. Transferasas
3055,53800,4. Liasas
3056,53815,3. Hidrolasas
3057,53827,3. Hidrolasas
3058,53854,3. Hidrolasas
3059,53859,3. Hidrolasas
3060,53860,3. Hidrolasas
3061,53866,3. Hidrolasas
3062,53879,2. Transferasas
3063,53890,2. Transferasas
3064,53892,3. Hidrolasas
3065,53901,6. Ligasas
3066,53903,6. Ligasas
3067,53907,1. Oxidorreductasas
3068,53930,3. Hidrolasas
3069,53936,6. Ligasas
3070,53939,2. Transferasas
3071,53948,2. Transferasas
3072,53960,2. Transferasas
3073,53961,2. Transferasas
3074,53980,2. Transferasas
3075,53989,3. Hidrolasas
3076,53990,2. Transferasas
3077,54000,3. Hidrolasas
3078,54001,2. Transferasas
3079,54052,2. Transferasas
3080,54062,2. Transferasas
3081,54094,3. Hidrolasas
3082,54095,3. Hidrolasas
3083,54098,2. Transferasas
3084,54114,2. Transferasas
3085,54115,2. Transferasas
3086,54124,2. Transferasas
3087,54135,2. Transferasas
3088,54154,2. Transferasas
3089,54164,3. Hidrolasas
3090,54165,3. Hidrolasas
3091,54167,5. Isomerasas
3092,54175,3. Hidrolasas
3093,54189,1. Oxidorreductasas
3094,54200,2. Transferasas
3095,54210,2. Transferasas
3096,54212,2. Transferasas
3097,54213,3. Hidrolasas
3098,54232,2. Transferasas
3099,54233,2. Transferasas
3100,54234,1. Oxidorreductasas
3101,54237,1. Oxidorreductasas
3102,54238,3. Hidrolasas
3103,54245,3. Hidrolasas
3104,54256,2. Transferasas
3105,54269,3. Hidrolasas
3106,54277,2. Transferasas
3107,54297,4. Liasas
3108,54301,4. Liasas
3109,54303,2. Transferasas
3110,54305,2. Transferasas
3111,54306,3. Hidrolasas
3112,54325,2. Transferasas
3113,54338,3. Hidrolasas
3114,54339,3. Hidrolasas
3115,54372,2. Transferasas
3116,54402,6. Ligasas
3117,54415,3. Hidrolasas
3118,54432,2. Transferasas
3119,54447,2. Transferasas
3120,54452,2. Transferasas
3121,54530,3. Hidrolasas
3122,54565,3. Hidrolasas
3123,54577,2. Transferasas
3124,54588,5. Isomerasas
3125,54624,3. Hidrolasas
3126,54665,6. Ligasas
3127,54677,2. Transferasas
3128,54704,2. Transferasas
3129,54749,2. Transferasas
3130,54754,2. Transferasas
3131,54755,2. Transferasas
3132,54776,6. Ligasas
3133,54927,3. Hidrolasas
3134,54941,2. Transferasas
3135,54949,3. Hidrolasas
3136,54999,5. Isomerasas
3137,55008,5. Isomerasas
3138,55010,2. Transferasas
3139,55011,1. Oxidorreductasas
3140,55016,1. Oxidorreductasas
3141,55030,2. Transferasas
3142,55034,2. Transferasas
3143,55044,1. Oxidorreductasas
3144,55047,3. Hidrolasas
3145,55091,5. Isomerasas
3146,55102,3. Hidrolasas
3147,55121,3. Hidrolasas
3148,55122,3. Hidrolasas
3149,55123,2. Transferasas
3150,55126,2. Transferasas
3151,55127,4. Liasas
3152,55132,3. Hidrolasas
3153,55150,1. Oxidorreductasas
3154,55154,1. Oxidorreductasas
3155,55159,2. Transferasas
3156,55161,2. Transferasas
3157,55166,2. Transferasas
3158,55180,1. Oxidorreductasas
3159,55186,4. Liasas
3160,55187,1. Oxidorreductasas
3161,55199,6. Ligasas
3162,55209,3. Hidrolasas
3163,55214,3. Hidrolasas
3164,55218,2. Transferasas
3165,55225,2. Transferasas
3166,55228,2. Transferasas
3167,55246,3. Hidrolasas
3168,55248,3. Hidrolasas
3169,55257,3. Hidrolasas
3170,55268,1. Oxidorreductasas
3171,55298,2. Transferasas
3172,55299,2. Transferasas
3173,55307,1. Oxidorreductasas
3174,55357,2. Transferasas
3175,55374,2. Transferasas
3176,55387,2. Transferasas
3177,55395,1. Oxidorreductasas
3178,55399,2. Transferasas
3179,55407,3. Hidrolasas
3180,55416,2. Transferasas
3181,55431,3. Hidrolasas
3182,55448,6. Ligasas
3183,55495,1. Oxidorreductasas
3184,55504,3. Hidrolasas
3185,55522,3. Hidrolasas
3186,55530,2. Transferasas
3187,55531,2. Transferasas
3188,55534,2. Transferasas
3189,55572,5. Isomerasas
3190,55575,3. Hidrolasas
3191,55581,3. Hidrolasas
3192,55583,1. Oxidorreductasas
3193,55584,2. Transferasas
3194,55591,2. Transferasas
3195,55594,1. Oxidorreductasas
3196,55595,1. Oxidorreductasas
3197,55611,5. Isomerasas
3198,55616,2. Transferasas
3199,55617,3. Hidrolasas
3200,55632,2. Transferasas
3201,55661,3. Hidrolasas
3202,55669,1. Oxidorreductasas
3203,55684,2. Transferasas
3204,55688,2. Transferasas
3205,55698,2. Transferasas
3206,55705,2. Transferasas
3207,55712,2. Transferasas
3208,55716,6. Ligasas
3209,55746,2. Transferasas
3210,55748,2. Transferasas
3211,55758,1. Oxidorreductasas
3212,55759,1. Oxidorreductasas
3213,55762,3. Hidrolasas
3214,55767,3. Hidrolasas
3215,55771,5. Isomerasas
3216,55776,2. Transferasas
3217,55783,4. Liasas
3218,55786,3. Hidrolasas
3219,55804,2. Transferasas
3220,55813,3. Hidrolasas
3221,55817,2. Transferasas
3222,55818,5. Isomerasas
3223,55830,2. Transferasas
3224,55853,2. Transferasas
3225,55918,2. Transferasas
3226,55919,2. Transferasas
3227,55943,3. Hidrolasas
3228,55947,2. Transferasas
3229,55952,3. Hidrolasas
3230,55955,3. Hidrolasas
3231,55960,3. Hidrolasas
3232,55963,2. Transferasas
3233,56000,2. Transferasas
3234,56001,2. Transferasas
3235,56013,1. Oxidorreductasas
3236,56019,3. Hidrolasas
3237,56039,2. Transferasas
3238,56040,2. Transferasas
3239,56053,2. Transferasas
3240,56055,7. Translocasas
3241,56060,2. Transferasas
3242,56063,2. Transferasas
3243,56064,2. Transferasas
3244,56067,1. Oxidorreductasas
3245,56097,5. Isomerasas
3246,56122,3. Hidrolasas
3247,56132,2. Transferasas
3248,56140,4. Liasas
3249,56147,2. Transferasas
3250,56185,3. Hidrolasas
3251,56187,2. Transferasas
3252,56203,2. Transferasas
3253,56224,2. Transferasas
3254,56236,5. Isomerasas
3255,56237,2. Transferasas
3256,56284,1. Oxidorreductasas
3257,56285,2. Transferasas
3258,56297,3. Hidrolasas
3259,56333,4. Liasas
3260,56354,3. Hidrolasas
3261,56360,3. Hidrolasas
3262,56412,3. Hidrolasas
3263,56437,6. Ligasas
3264,56440,5. Isomerasas
3265,56463,2. Transferasas
3266,56491,5. Isomerasas
3267,56542,3. Hidrolasas
3268,56544,2. Transferasas
3269,56547,5. Isomerasas
3270,56548,2. Transferasas
3271,56559,1. Oxidorreductasas
3272,56564,2. Transferasas
3273,56577,2. Transferasas
3274,56587,3. Hidrolasas
3275,56596,3. Hidrolasas
3276,56616,3. Hidrolasas
3277,56622,2. Transferasas
3278,56674,6. Ligasas
3279,56683,3. Hidrolasas
3280,56749,1. Oxidorreductasas
3281,56754,2. Transferasas
3282,56756,3. Hidrolasas
3283,56765,2. Transferasas
3284,56772,3. Hidrolasas
3285,56776,2. Transferasas
3286,56783,3. Hidrolasas
3287,56791,5. Isomerasas
3288,56803,7. Translocasas
3289,56817,2. Transferasas
3290,56824,2. Transferasas
3291,56881,2. Transferasas
3292,56883,1. Oxidorreductasas
3293,56890,3. Hidrolasas
3294,56899,5. Isomerasas
3295,56900,2. Transferasas
3296,56908,1. Oxidorreductasas
3297,56913,2. Transferasas
3298,56916,2. Transferasas
3299,56921,2. Transferasas
3300,56922,2. Transferasas
3301,56932,2. Transferasas
3302,56940,3. Hidrolasas
3303,56943,3. Hidrolasas
3304,56951,5. Isomerasas
3305,56952,3. Hidrolasas
3306,56959,2. Transferasas
3307,56978,5. Isomerasas
3308,56981,2. Transferasas
3309,56982,2. Transferasas
3310,56984,1. Oxidorreductasas
3311,56986,3. Hidrolasas
3312,56988,1. Oxidorreductasas
3313,56989,2. Transferasas
3314,56990,1. Oxidorreductasas
3315,56991,2. Transferasas
3316,56994,2. Transferasas
3317,57026,5. Isomerasas
3318,57034,3. Hidrolasas
3319,57047,1. Oxidorreductasas
3320,57050,2. Transferasas
3321,57062,6. Ligasas
3322,57070,2. Transferasas
3323,57117,2. Transferasas
3324,57140,2. Transferasas
3325,57166,2. Transferasas
3326,57235,5. Isomerasas
3327,57239,3. Hidrolasas
3328,57279,2. Transferasas
3329,57293,2. Transferasas
3330,57307,2. Transferasas
3331,57316,1. Oxidorreductasas
3332,57322,3. Hidrolasas
3333,57374,3. Hidrolasas
3334,57389,2. Transferasas
3335,57392,2. Transferasas
3336,57407,3. Hidrolasas
3337,57442,3. Hidrolasas
3338,57468,2. Transferasas
3339,57490,4. Liasas
3340,57545,2. Transferasas
3341,57579,1. Oxidorreductasas
3342,57618,6. Ligasas
3343,57635,5. Isomerasas
3344,57651,3. Hidrolasas
3345,57656,1. Oxidorreductasas
3346,57662,2. Transferasas
3347,57847,2. Transferasas
3348,57848,1. Oxidorreductasas
3349,57849,2. Transferasas
3350,57865,2. Transferasas
3351,57883,3. Hidrolasas
3352,57889,3. Hidrolasas
3353,57898,2. Transferasas
3354,57911,1. Oxidorreductasas
3355,57913,2. Transferasas
3356,57969,3. Hidrolasas
3357,57972,2. Transferasas
3358,58001,3. Hidrolasas
3359,58007,7. Translocasas
3360,58026,3. Hidrolasas
3361,58039,2. Transferasas
3362,58055,2. Transferasas
3363,58065,2. Transferasas
3364,58078,3. Hidrolasas
3365,58097,2. Transferasas
3366,58098,2. Transferasas
3367,58100,3. Hidrolasas
3368,58110,2. Transferasas
3369,58114,2. Transferasas
3370,58121,2. Transferasas
3371,58134,5. Isomerasas
3372,58140,3. Hidrolasas
3373,58144,2. Transferasas
3374,58145,1. Oxidorreductasas
3375,58150,2. Transferasas
3376,58166,2. Transferasas
3377,58174,3. Hidrolasas
3378,58188,3. Hidrolasas
3379,58211,3. Hidrolasas
3380,58213,3. Hidrolasas
3381,58225,7. Translocasas
3382,58227,3. Hidrolasas
3383,58240,4. Liasas
3384,58241,2. Transferasas
3385,58245,2. Transferasas
3386,58248,3. Hidrolasas
3387,58340,3. Hidrolasas
3388,58360,2. Transferasas
3389,58403,2. Transferasas
3390,58468,2. Transferasas
3391,58479,2. Transferasas
3392,58498,4. Liasas
3393,58500,7. Translocasas
3394,58513,2. Transferasas
3395,58518,1. Oxidorreductasas
3396,58525,5. Isomerasas
3397,58526,5. Isomerasas
3398,58650,2. Transferasas
3399,58691,2. Transferasas
3400,58692,2. Transferasas
3401,58764,3. Hidrolasas
3402,58907,2. Transferasas
3403,58913,1. Oxidorreductasas
3404,58959,3. Hidrolasas
3405,58974,2. Transferasas
3406,58985,3. Hidrolasas
3407,58986,3. Hidrolasas
3408,58987,3. Hidrolasas
3409,58997,1. Oxidorreductasas
3410,59003,7. Translocasas
3411,59013,2. Transferasas
3412,59015,2. Transferasas
3413,59022,3. Hidrolasas
3414,59044,2. Transferasas
3415,59045,2. Transferasas
3416,59062,2. Transferasas
3417,59064,1. Oxidorreductasas
3418,59066,2. Transferasas
3419,59068,1. Oxidorreductasas
3420,59076,6. Ligasas
3421,59077,3. Hidrolasas
3422,59094,3. Hidrolasas
3423,59105,2. Transferasas
3424,59109,2. Transferasas
3425,59128,5. Isomerasas
3426,59140,3. Hidrolasas
3427,59150,2. Transferasas
3428,59190,3. Hidrolasas
3429,59191,2. Transferasas
3430,59192,1. Oxidorreductasas
3431,59200,5. Isomerasas
3432,59216,2. Transferasas
3433,59231,1. Oxidorreductasas
3434,59232,1. Oxidorreductasas
3435,59233,1. Oxidorreductasas
3436,59234,1. Oxidorreductasas
3437,59296,3. Hidrolasas
3438,59298,2. Transferasas
3439,59301,2. Transferasas
3440,59309,2. Transferasas
3441,59312,3. Hidrolasas
3442,59322,5. Isomerasas
3443,59323,5. Isomerasas
3444,59371,3. Hidrolasas
3445,59386,3. Hidrolasas
3446,59387,5. Isomerasas
3447,59399,5. Isomerasas
3448,59401,6. Ligasas
3449,59413,3. Hidrolasas
3450,59427,1. Oxidorreductasas
3451,59439,2. Transferasas
3452,59492,2. Transferasas
3453,59514,2. Transferasas
3454,59517,3. Hidrolasas
3455,59521,2. Transferasas
3456,59526,1. Oxidorreductasas
3457,59527,1. Oxidorreductasas
3458,59529,1. Oxidorreductasas
3459,59530,2. Transferasas
3460,59580,2. Transferasas
3461,59594,2. Transferasas
3462,59598,3. Hidrolasas
3463,59603,2. Transferasas
3464,59613,3. Hidrolasas
3465,59622,6. Ligasas
3466,59628,5. Isomerasas
3467,59654,2. Transferasas
3468,59656,2. Transferasas
3469,59658,2. Transferasas
3470,59664,1. Oxidorreductasas
3471,59669,5. Isomerasas
3472,59693,2. Transferasas
3473,59704,2. Transferasas
3474,59717,3. Hidrolasas
3475,59718,3. Hidrolasas
3476,59811,2. Transferasas
3477,59819,4. Liasas
3478,59835,2. Transferasas
3479,59837,2. Transferasas
3480,59876,3. Hidrolasas
3481,59878,2. Transferasas
3482,59910,2. Transferasas
3483,59920,3. Hidrolasas
3484,59926,2. Transferasas
3485,59927,2. Transferasas
3486,59941,7. Translocasas
3487,59942,2. Transferasas
3488,59946,2. Transferasas
3489,59952,7. Translocasas
3490,59958,2. Transferasas
3491,59982,1. Oxidorreductasas
3492,59987,2. Transferasas
3493,59990,2. Transferasas
3494,59997,2. Transferasas
3495,59998,2. Transferasas
3496,60006,3. Hidrolasas
3497,60013,2. Transferasas
3498,60014,3. Hidrolasas
3499,60019,3. Hidrolasas
3500,60021,1. Oxidorreductasas
3501,60022,2. Transferasas
3502,60023,2. Transferasas
3503,60029,3. Hidrolasas
3504,60048,2. Transferasas
3505,60094,2. Transferasas
3506,60099,2. Transferasas
3507,60121,3. Hidrolasas
3508,60132,3. Hidrolasas
3509,60134,2. Transferasas
3510,60140,1. Oxidorreductasas
3511,60142,3. Hidrolasas
3512,60145,6. Ligasas
3513,60148,2. Transferasas
3514,60161,2. Transferasas
3515,60166,5. Isomerasas
3516,60181,3. Hidrolasas
3517,60191,1. Oxidorreductasas
3518,60192,1. Oxidorreductasas
3519,60209,2. Transferasas
3520,60212,3. Hidrolasas
3521,60218,5. Isomerasas
3522,60220,5. Isomerasas
3523,60230,2. Transferasas
3524,60306,7. Translocasas
3525,60323,3. Hidrolasas
3526,60374,7. Translocasas
3527,60380,1. Oxidorreductasas
3528,60424,2. Transferasas
3529,60430,2. Transferasas
3530,60445,3. Hidrolasas
3531,60446,2. Transferasas
3532,60453,2. Transferasas
3533,60459,2. Transferasas
3534,60463,1. Oxidorreductasas
3535,60482,7. Translocasas
3536,60488,2. Transferasas
3537,60490,3. Hidrolasas
3538,60492,3. Hidrolasas
3539,60505,1. Oxidorreductasas
3540,60533,2. Transferasas
3541,60534,5. Isomerasas
3542,60547,2. Transferasas
3543,60568,2. Transferasas
3544,60585,2. Transferasas
3545,60589,3. Hidrolasas
3546,60591,6. Ligasas
3547,60599,2. Transferasas
3548,60610,2. Transferasas
3549,60612,2. Transferasas
3550,60614,1. Oxidorreductasas
3551,60618,2. Transferasas
3552,60641,3. Hidrolasas
3553,60643,2. Transferasas
3554,60661,3. Hidrolasas
3555,60662,1. Oxidorreductasas
3556,60671,3. Hidrolasas
3557,60678,3. Hidrolasas
3558,60683,3. Hidrolasas
3559,60699,2. Transferasas
3560,60765,1. Oxidorreductasas
3561,60772,3. Hidrolasas
3562,60773,3. Hidrolasas
3563,60782,2. Transferasas
3564,60785,2. Transferasas
3565,60786,2. Transferasas
3566,60828,6. Ligasas
3567,60832,2. Transferasas
3568,60839,2. Transferasas
3569,60846,2. Transferasas
3570,60862,3. Hidrolasas
3571,60883,5. Isomerasas
3572,60889,3. Hidrolasas
3573,60912,1. Oxidorreductasas
3574,60935,5. Isomerasas
3575,60985,3. Hidrolasas
3576,61046,2. Transferasas
3577,61089,6. Ligasas
3578,61108,2. Transferasas
3579,61116,3. Hidrolasas
3580,61193,2. Transferasas
3581,61208,3. Hidrolasas
3582,61209,3. Hidrolasas
3583,61252,2. Transferasas
3584,61263,5. Isomerasas
3585,61282,3. Hidrolasas
3586,61386,2. Transferasas
3587,61409,1. Oxidorreductasas
3588,61425,2. Transferasas
3589,61427,5. Isomerasas
3590,61428,5. Isomerasas
3591,61433,2. Transferasas
3592,61448,2. Transferasas
3593,61449,2. Transferasas
3594,61492,1. Oxidorreductasas
3595,61516,1. Oxidorreductasas
3596,61526,2. Transferasas
3597,61531,2. Transferasas
3598,61532,3. Hidrolasas
3599,61543,1. Oxidorreductasas
3600,61545,1. Oxidorreductasas
3601,61555,2. Transferasas
3602,61583,2. Transferasas
3603,61607,5. Isomerasas
3604,61609,6. Ligasas
3605,61631,1. Oxidorreductasas
3606,61660,2. Transferasas
3607,61671,2. Transferasas
3608,61673,2. Transferasas
3609,61674,2. Transferasas
3610,61684,3. Hidrolasas
3611,61689,3. Hidrolasas
3612,61693,2. Transferasas
3613,61695,2. Transferasas
3614,61697,1. Oxidorreductasas
3615,61705,2. Transferasas
3616,61712,5. Isomerasas
3617,61714,2. Transferasas
3618,61721,3. Hidrolasas
3619,61725,3. Hidrolasas
3620,61740,2. Transferasas
3621,61744,3. Hidrolasas
3622,61756,3. Hidrolasas
3623,61775,3. Hidrolasas
3624,61783,2. Transferasas
3625,61814,3. Hidrolasas
3626,61816,2. Transferasas
3627,61847,2. Transferasas
3628,61848,6. Ligasas
3629,61854,2. Transferasas
3630,61863,2. Transferasas
3631,61887,2. Transferasas
3632,61893,6. Ligasas
3633,61920,2. Transferasas
3634,61939,5. Isomerasas
3635,61947,5. Isomerasas
3636,61948,3. Hidrolasas
3637,61949,3. Hidrolasas
3638,61950,3. Hidrolasas
3639,61999,2. Transferasas
3640,62003,3. Hidrolasas
3641,62005,3. Hidrolasas
3642,62010,3. Hidrolasas
3643,62014,2. Transferasas
3644,62027,5. Isomerasas
3645,62035,2. Transferasas
3646,62045,3. Hidrolasas
3647,62052,2. Transferasas
3648,62091,4. Liasas
3649,62179,2. Transferasas
3650,62197,1. Oxidorreductasas
3651,62233,3. Hidrolasas
3652,62244,1. Oxidorreductasas
3653,62360,6. Ligasas
3654,62364,2. Transferasas
3655,62365,3. Hidrolasas
3656,62367,3. Hidrolasas
3657,62402,2. Transferasas
3658,62413,3. Hidrolasas
3659,62421,2. Transferasas
3660,62422,6. Ligasas
3661,62464,2. Transferasas
3662,62485,3. Hidrolasas
3663,62498,3. Hidrolasas
3664,62519,3. Hidrolasas
3665,62535,2. Transferasas
3666,62556,5. Isomerasas
3667,62557,2. Transferasas
3668,62568,2. Transferasas
3669,62572,7. Translocasas
3670,62590,1. Oxidorreductasas
3671,62596,2. Transferasas
3672,62620,3. Hidrolasas
3673,62632,3. Hidrolasas
3674,62660,2. Transferasas
3675,62661,2. Transferasas
3676,62662,3. Hidrolasas
3677,62697,2. Transferasas
3678,62703,2. Transferasas
3679,62797,2. Transferasas
3680,62821,2. Transferasas
3681,62832,2. Transferasas
3682,62839,5. Isomerasas
3683,62848,5. Isomerasas
3684,62855,2. Transferasas
3685,62995,2. Transferasas
3686,63010,1. Oxidorreductasas
3687,63175,2. Transferasas
3688,63185,2. Transferasas
3689,63287,2. Transferasas
3690,63350,2. Transferasas
3691,63354,3. Hidrolasas
3692,63367,5. Isomerasas
3693,63389,2. Transferasas
3694,63429,3. Hidrolasas
3695,63484,3. Hidrolasas
3696,63501,1. Oxidorreductasas
3697,63503,2. Transferasas
3698,63537,1. Oxidorreductasas
3699,63541,1. Oxidorreductasas
3700,63550,2. Transferasas
3701,63552,2. Transferasas
3702,63573,3. Hidrolasas
3703,63589,3. Hidrolasas
3704,63592,3. Hidrolasas
3705,63600,2. Transferasas
3706,63602,2. Transferasas
3707,63608,2. Transferasas
3708,63611,3. Hidrolasas
3709,63646,6. Ligasas
3710,63650,2. Transferasas
3711,63687,3. Hidrolasas
3712,63733,2. Transferasas
3713,63781,3. Hidrolasas
3714,63793,6. Ligasas
3715,63806,2. Transferasas
3716,63815,6. Ligasas
3717,63850,3. Hidrolasas
3718,63855,2. Transferasas
3719,63885,2. Transferasas
3720,63914,2. Transferasas
3721,63922,2. Transferasas
3722,63931,2. Transferasas
3723,63933,5. Isomerasas
3724,63934,2. Transferasas
3725,64079,1. Oxidorreductasas
3726,64083,2. Transferasas
3727,64115,3. Hidrolasas
3728,64116,3. Hidrolasas
3729,64117,3. Hidrolasas
3730,64147,2. Transferasas
3731,64148,3. Hidrolasas
3732,64328,2. Transferasas
3733,64336,6. Ligasas
3734,64424,2. Transferasas
3735,64480,3. Hidrolasas
3736,64492,2. Transferasas
3737,64506,2. Transferasas
3738,64542,2. Transferasas
3739,64562,2. Transferasas
3740,64578,2. Transferasas
3741,64596,3. Hidrolasas
3742,64635,2. Transferasas
3743,64666,2. Transferasas
3744,64667,2. Transferasas
3745,64700,1. Oxidorreductasas
3746,64701,5. Isomerasas
3747,64716,2. Transferasas
3748,64728,2. Transferasas
3749,64751,2. Transferasas
3750,64772,4. Liasas
3751,64846,5. Isomerasas
3752,64847,2. Transferasas
3753,64849,5. Isomerasas
3754,64858,1. Oxidorreductasas
3755,64867,3. Hidrolasas
3756,64907,1. Oxidorreductasas
3757,64917,1. Oxidorreductasas
3758,64931,1. Oxidorreductasas
3759,64963,2. Transferasas
3760,64973,2. Transferasas
3761,64974,3. Hidrolasas
3762,65008,2. Transferasas
3763,65010,2. Transferasas
3764,65035,2. Transferasas
3765,65051,2. Transferasas
3766,65081,2. Transferasas
3767,65083,3. Hidrolasas
3768,65086,3. Hidrolasas
