original_index,entrez_id,Grupo_Metabolico
57869,94103,Metabólico No Clasificado (Otros)
57209,94103,Metabólico No Clasificado (Otros)
8877,94101,Metabólico No Clasificado (Otros)
2399,9410,Metabólico No Clasificado (Otros)
12951,941,Metabólico No Clasificado (Otros)
8258,94097,8. Transportadores y Receptores
41198,9409,Metabólico No Clasificado (Otros)
55577,94086,Metabólico No Clasificado (Otros)
18554,94081,8. Transportadores y Receptores
15903,9407,Metabólico No Clasificado (Otros)
2717,9406,Metabólico No Clasificado (Otros)
60759,94059,Metabólico No Clasificado (Otros)
33992,94056,Metabólico No Clasificado (Otros)
35488,94056,Metabólico No Clasificado (Otros)
41294,9404,Metabólico No Clasificado (Otros)
59336,94039,9. Reguladores Metabólicos
18157,94033,1. Oxidorreductasas
13323,94032,Metabólico No Clasificado (Otros)
14758,94031,Metabólico No Clasificado (Otros)
60663,94030,Metabólico No Clasificado (Otros)
61460,94030,Metabólico No Clasificado (Otros)
22355,94026,Metabólico No Clasificado (Otros)
60074,94025,Metabólico No Clasificado (Otros)
64755,9402,Metabólico No Clasificado (Otros)
56871,94015,8. Transportadores y Receptores
55872,94015,8. Transportadores y Receptores
30115,9401,5. Isomerasas
65539,94009,No Metabólico / No en KEGG
65884,94009,No Metabólico / No en KEGG
56332,94005,Metabólico No Clasificado (Otros)
56899,9400,5. Isomerasas
7500,940,Metabólico No Clasificado (Otros)
45287,94,2. Transferasas
43377,94,2. Transferasas
51828,9399,8. Transportadores y Receptores
27524,93986,9. Reguladores Metabólicos
25756,93986,9. Reguladores Metabólicos
1005,9398,Metabólico No Clasificado (Otros)
25853,93979,3. Hidrolasas
43103,93978,Metabólico No Clasificado (Otros)
12742,93973,Metabólico No Clasificado (Otros)
37642,9397,2. Transferasas
8561,9394,Metabólico No Clasificado (Otros)
8435,9392,Metabólico No Clasificado (Otros)
6896,9391,Metabólico No Clasificado (Otros)
11499,9390,8. Transportadores y Receptores
43059,939,Metabólico No Clasificado (Otros)
11500,9389,8. Transportadores y Receptores
58140,9388,3. Hidrolasas
34309,9383,Metabólico No Clasificado (Otros)
55868,9382,Metabólico No Clasificado (Otros)
7955,9381,Metabólico No Clasificado (Otros)
10371,9381,Metabólico No Clasificado (Otros)
31206,9380,1. Oxidorreductasas
41385,9379,Metabólico No Clasificado (Otros)
8121,9378,Metabólico No Clasificado (Otros)
51843,9377,Metabólico No Clasificado (Otros)
41365,9376,8. Transportadores y Receptores
46585,9375,Metabólico No Clasificado (Otros)
31952,9373,Metabólico No Clasificado (Otros)
627,9372,Metabólico No Clasificado (Otros)
61857,9371,Metabólico No Clasificado (Otros)
12316,9370,Metabólico No Clasificado (Otros)
48417,9369,Metabólico No Clasificado (Otros)
33974,9367,Metabólico No Clasificado (Otros)
30894,93668,No Metabólico / No en KEGG
30014,93668,No Metabólico / No en KEGG
26814,93664,Metabólico No Clasificado (Otros)
25060,93663,Metabólico No Clasificado (Otros)
43189,93661,Metabólico No Clasificado (Otros)
18093,9366,No Metabólico / No en KEGG
27534,93655,No Metabólico / No en KEGG
26793,93654,No Metabólico / No en KEGG
26794,93654,No Metabólico / No en KEGG
28122,93654,No Metabólico / No en KEGG
28121,93653,No Metabólico / No en KEGG
26791,93653,No Metabólico / No en KEGG
46344,9365,3. Hidrolasas
55221,93649,Metabólico No Clasificado (Otros)
57073,93649,Metabólico No Clasificado (Otros)
21580,93643,Metabólico No Clasificado (Otros)
23726,93643,Metabólico No Clasificado (Otros)
15700,9364,Metabólico No Clasificado (Otros)
34522,9363,Metabólico No Clasificado (Otros)
16093,93627,Metabólico No Clasificado (Otros)
14750,93624,Metabólico No Clasificado (Otros)
14741,93621,Metabólico No Clasificado (Otros)
48094,9362,Metabólico No Clasificado (Otros)
143,93611,Metabólico No Clasificado (Otros)
60019,9361,3. Hidrolasas
7312,9360,5. Isomerasas
9927,9360,5. Isomerasas
29096,93594,Metabólico No Clasificado (Otros)
44037,93589,Metabólico No Clasificado (Otros)
45101,93589,Metabólico No Clasificado (Otros)
16058,93587,2. Transferasas
47481,9358,Metabólico No Clasificado (Otros)
46593,9358,Metabólico No Clasificado (Otros)
41364,9356,8. Transportadores y Receptores
37805,93550,Metabólico No Clasificado (Otros)
31613,9355,9. Reguladores Metabólicos
33200,9355,9. Reguladores Metabólicos
40566,9354,2. Transferasas
14827,9353,Metabólico No Clasificado (Otros)
58494,9352,Metabólico No Clasificado (Otros)
58898,9352,Metabólico No Clasificado (Otros)
54263,93517,Metabólico No Clasificado (Otros)
31892,9350,Metabólico No Clasificado (Otros)
46680,93492,Metabólico No Clasificado (Otros)
56467,9349,Metabólico No Clasificado (Otros)
48254,93487,Metabólico No Clasificado (Otros)
15260,9348,2. Transferasas
6299,93474,9. Reguladores Metabólicos
9152,93463,No Metabólico / No en KEGG
53326,9344,2. Transferasas
59324,93436,Metabólico No Clasificado (Otros)
60936,93436,Metabólico No Clasificado (Otros)
25938,93432,3. Hidrolasas
27621,93432,3. Hidrolasas
56610,9343,Metabólico No Clasificado (Otros)
39512,93426,Metabólico No Clasificado (Otros)
64524,9342,Metabólico No Clasificado (Otros)
98,9341,Metabólico No Clasificado (Otros)
26700,93408,Metabólico No Clasificado (Otros)
55210,9340,Metabólico No Clasificado (Otros)
35296,93380,Metabólico No Clasificado (Otros)
36201,9338,Metabólico No Clasificado (Otros)
38120,93377,Metabólico No Clasificado (Otros)
18432,9337,Metabólico No Clasificado (Otros)
11256,93349,9. Reguladores Metabólicos
59293,93343,Metabólico No Clasificado (Otros)
62557,9334,2. Transferasas
51473,9333,2. Transferasas
60198,93323,Metabólico No Clasificado (Otros)
44105,9332,Metabólico No Clasificado (Otros)
58403,9331,2. Transferasas
7446,9330,Metabólico No Clasificado (Otros)
8901,9330,Metabólico No Clasificado (Otros)
61520,933,Metabólico No Clasificado (Otros)
31737,9329,2. Transferasas
31743,9328,Metabólico No Clasificado (Otros)
3669,93273,Metabólico No Clasificado (Otros)
5963,93273,Metabólico No Clasificado (Otros)
55492,9326,Metabólico No Clasificado (Otros)
50804,9325,Metabólico No Clasificado (Otros)
22835,9324,Metabólico No Clasificado (Otros)
59083,9322,Metabólico No Clasificado (Otros)
56483,93210,Metabólico No Clasificado (Otros)
49347,9321,Metabólico No Clasificado (Otros)
9099,9320,2. Transferasas
40020,932,8. Transportadores y Receptores
17609,9319,Metabólico No Clasificado (Otros)
3325,93185,Metabólico No Clasificado (Otros)
3323,93183,Metabólico No Clasificado (Otros)
51538,9318,Metabólico No Clasificado (Otros)
36722,9317,Metabólico No Clasificado (Otros)
18164,93166,2. Transferasas
19229,9315,Metabólico No Clasificado (Otros)
60090,93145,Metabólico No Clasificado (Otros)
32408,9314,9. Reguladores Metabólicos
60085,93134,9. Reguladores Metabólicos
41703,9313,Metabólico No Clasificado (Otros)
53353,93129,Metabólico No Clasificado (Otros)
28864,9312,Metabólico No Clasificado (Otros)
26043,9311,Metabólico No Clasificado (Otros)
13390,93109,8. Transportadores y Receptores
54273,93107,Metabólico No Clasificado (Otros)
30081,93100,6. Ligasas
60521,9310,9. Reguladores Metabólicos
40025,931,8. Transportadores y Receptores
60371,93099,Metabólico No Clasificado (Otros)
61366,93099,Metabólico No Clasificado (Otros)
10661,93082,2. Transferasas
8381,93082,2. Transferasas
47075,93081,Metabólico No Clasificado (Otros)
21088,9308,Metabólico No Clasificado (Otros)
58722,9306,Metabólico No Clasificado (Otros)
58205,9306,Metabólico No Clasificado (Otros)
43470,93058,Metabólico No Clasificado (Otros)
29053,93035,Metabólico No Clasificado (Otros)
7689,93010,Metabólico No Clasificado (Otros)
53305,930,Metabólico No Clasificado (Otros)
11502,93,2. Transferasas
11531,92999,9. Reguladores Metabólicos
60050,92960,8. Transportadores y Receptores
25826,9296,Metabólico No Clasificado (Otros)
741,9295,Metabólico No Clasificado (Otros)
31080,92949,Metabólico No Clasificado (Otros)
60095,9294,Metabólico No Clasificado (Otros)
7454,92935,6. Ligasas
1488,9293,Metabólico No Clasificado (Otros)
54107,92922,Metabólico No Clasificado (Otros)
50913,92912,2. Transferasas
8042,92906,Metabólico No Clasificado (Otros)
9107,9290,Metabólico No Clasificado (Otros)
19410,929,Metabólico No Clasificado (Otros)
53479,9289,Metabólico No Clasificado (Otros)
24777,9287,Metabólico No Clasificado (Otros)
23051,9287,Metabólico No Clasificado (Otros)
7119,92856,Metabólico No Clasificado (Otros)
59007,92840,Metabólico No Clasificado (Otros)
1631,9283,Metabólico No Clasificado (Otros)
53682,92822,Metabólico No Clasificado (Otros)
34859,9282,Metabólico No Clasificado (Otros)
43055,928,Metabólico No Clasificado (Otros)
59519,92799,Metabólico No Clasificado (Otros)
43550,92797,5. Isomerasas
66880,9278,9. Reguladores Metabólicos
66236,9278,9. Reguladores Metabólicos
22531,9278,9. Reguladores Metabólicos
67108,9278,9. Reguladores Metabólicos
66468,9278,9. Reguladores Metabólicos
66233,9277,Metabólico No Clasificado (Otros)
66465,9277,Metabólico No Clasificado (Otros)
22528,9277,Metabólico No Clasificado (Otros)
66877,9277,Metabólico No Clasificado (Otros)
67105,9277,Metabólico No Clasificado (Otros)
14365,9276,Metabólico No Clasificado (Otros)
13093,9276,Metabólico No Clasificado (Otros)
26517,9275,Metabólico No Clasificado (Otros)
28010,9275,Metabólico No Clasificado (Otros)
6484,92749,Metabólico No Clasificado (Otros)
61877,92747,Metabólico No Clasificado (Otros)
34900,92745,8. Transportadores y Receptores
54012,9274,Metabólico No Clasificado (Otros)
9098,92737,Metabólico No Clasificado (Otros)
55882,92736,8. Transportadores y Receptores
32728,92715,3. Hidrolasas
31824,92714,Metabólico No Clasificado (Otros)
43981,9271,Metabólico No Clasificado (Otros)
7848,9270,Metabólico No Clasificado (Otros)
7571,92691,Metabólico No Clasificado (Otros)
14891,92689,Metabólico No Clasificado (Otros)
16623,92689,Metabólico No Clasificado (Otros)
61775,92675,3. Hidrolasas
56938,9267,Metabólico No Clasificado (Otros)
61762,92667,Metabólico No Clasificado (Otros)
62746,92667,Metabólico No Clasificado (Otros)
59653,9266,Metabólico No Clasificado (Otros)
26157,9265,Metabólico No Clasificado (Otros)
25336,9263,2. Transferasas
8896,9262,2. Transferasas
16119,92610,Metabólico No Clasificado (Otros)
1687,9261,2. Transferasas
59503,92609,8. Transportadores y Receptores
19653,9260,Metabólico No Clasificado (Otros)
8336,926,Metabólico No Clasificado (Otros)
17547,92597,Metabólico No Clasificado (Otros)
54004,92595,9. Reguladores Metabólicos
55619,92591,Metabólico No Clasificado (Otros)
29316,9258,Metabólico No Clasificado (Otros)
55617,92579,3. Hidrolasas
57239,92579,3. Hidrolasas
37501,92565,Metabólico No Clasificado (Otros)
34760,92552,Metabólico No Clasificado (Otros)
15211,9255,Metabólico No Clasificado (Otros)
12704,9254,Metabólico No Clasificado (Otros)
60464,9253,Metabólico No Clasificado (Otros)
55311,92521,Metabólico No Clasificado (Otros)
49337,9252,2. Transferasas
10634,925,Metabólico No Clasificado (Otros)
8335,925,Metabólico No Clasificado (Otros)
5178,9249,1. Oxidorreductasas
2162,9249,1. Oxidorreductasas
50667,92483,1. Oxidorreductasas
38221,92482,Metabólico No Clasificado (Otros)
34627,9248,Metabólico No Clasificado (Otros)
35797,9248,Metabólico No Clasificado (Otros)
22229,9247,9. Reguladores Metabólicos
41277,9246,2. Transferasas
50672,9245,Metabólico No Clasificado (Otros)
60221,9244,Metabólico No Clasificado (Otros)
28908,92421,Metabólico No Clasificado (Otros)
29688,9242,9. Reguladores Metabólicos
55745,9241,Metabólico No Clasificado (Otros)
33731,92400,Metabólico No Clasificado (Otros)
32516,92400,Metabólico No Clasificado (Otros)
49201,9240,Metabólico No Clasificado (Otros)
56996,924,Metabólico No Clasificado (Otros)
31595,92399,Metabólico No Clasificado (Otros)
12050,92370,Metabólico No Clasificado (Otros)
12049,92369,Metabólico No Clasificado (Otros)
59080,92359,Metabólico No Clasificado (Otros)
53095,9235,Metabólico No Clasificado (Otros)
1469,92346,Metabólico No Clasificado (Otros)
16336,92345,Metabólico No Clasificado (Otros)
4740,92344,Metabólico No Clasificado (Otros)
1447,92344,Metabólico No Clasificado (Otros)
3428,92342,2. Transferasas
55821,92340,Metabólico No Clasificado (Otros)
56806,92335,Metabólico No Clasificado (Otros)
18471,9232,Metabólico No Clasificado (Otros)
3260,92312,2. Transferasas
38009,9231,Metabólico No Clasificado (Otros)
15627,92305,2. Transferasas
19688,92304,Metabólico No Clasificado (Otros)
59113,9230,Metabólico No Clasificado (Otros)
60876,9230,Metabólico No Clasificado (Otros)
40038,923,Metabólico No Clasificado (Otros)
43970,92293,Metabólico No Clasificado (Otros)
39996,92292,2. Transferasas
39997,92292,2. Transferasas
8000,92291,Metabólico No Clasificado (Otros)
58254,9229,Metabólico No Clasificado (Otros)
60404,92285,9. Reguladores Metabólicos
60397,92283,9. Reguladores Metabólicos
28408,9228,Metabólico No Clasificado (Otros)
15438,9227,2. Transferasas
18835,92255,Metabólico No Clasificado (Otros)
35974,92249,No Metabólico / No en KEGG
34981,92249,No Metabólico / No en KEGG
1425,92241,Metabólico No Clasificado (Otros)
12798,9223,Metabólico No Clasificado (Otros)
12797,9223,Metabólico No Clasificado (Otros)
37186,92211,Metabólico No Clasificado (Otros)
37334,9221,Metabólico No Clasificado (Otros)
3297,922,Metabólico No Clasificado (Otros)
7273,92196,Metabólico No Clasificado (Otros)
41350,9219,9. Reguladores Metabólicos
19604,92181,Metabólico No Clasificado (Otros)
58015,9218,Metabólico No Clasificado (Otros)
39485,92170,Metabólico No Clasificado (Otros)
62942,9217,Metabólico No Clasificado (Otros)
62099,9217,Metabólico No Clasificado (Otros)
55181,92162,Metabólico No Clasificado (Otros)
28980,92140,Metabólico No Clasificado (Otros)
30387,92140,Metabólico No Clasificado (Otros)
3689,9214,Metabólico No Clasificado (Otros)
1526,9213,8. Transportadores y Receptores
35145,92129,Metabólico No Clasificado (Otros)
58525,92126,5. Isomerasas
56147,9212,2. Transferasas
37257,9211,Metabólico No Clasificado (Otros)
11414,92106,Metabólico No Clasificado (Otros)
25457,92105,Metabólico No Clasificado (Otros)
41605,92105,Metabólico No Clasificado (Otros)
34198,9210,Metabólico No Clasificado (Otros)
40041,921,Metabólico No Clasificado (Otros)
26908,92092,Metabólico No Clasificado (Otros)
12567,9209,9. Reguladores Metabólicos
62354,92086,Metabólico No Clasificado (Otros)
11167,9208,9. Reguladores Metabólicos
10168,9208,9. Reguladores Metabólicos
46682,9205,Metabólico No Clasificado (Otros)
35013,9203,Metabólico No Clasificado (Otros)
447,9202,Metabólico No Clasificado (Otros)
53163,92017,Metabólico No Clasificado (Otros)
33441,92014,8. Transportadores y Receptores
33845,92014,8. Transportadores y Receptores
46790,9201,2. Transferasas
37656,9200,4. Liasas
43071,920,Metabólico No Clasificado (Otros)
45130,920,Metabólico No Clasificado (Otros)
7233,92,2. Transferasas
58972,91978,Metabólico No Clasificado (Otros)
18411,91977,Metabólico No Clasificado (Otros)
19490,91975,9. Reguladores Metabólicos
13187,9197,8. Transportadores y Receptores
13188,9197,8. Transportadores y Receptores
56136,9196,Metabólico No Clasificado (Otros)
53932,91949,Metabólico No Clasificado (Otros)
54417,91949,Metabólico No Clasificado (Otros)
53931,91949,Metabólico No Clasificado (Otros)
52160,91948,No Metabólico / No en KEGG
52918,91948,No Metabólico / No en KEGG
51150,91947,Metabólico No Clasificado (Otros)
19936,91942,Metabólico No Clasificado (Otros)
17854,91942,Metabólico No Clasificado (Otros)
43508,9194,8. Transportadores y Receptores
19522,91937,Metabólico No Clasificado (Otros)
3344,9191,Metabólico No Clasificado (Otros)
3404,919,Metabólico No Clasificado (Otros)
42962,91893,Metabólico No Clasificado (Otros)
42810,91893,Metabólico No Clasificado (Otros)
37008,9188,5. Isomerasas
38661,9188,5. Isomerasas
48793,91875,Metabólico No Clasificado (Otros)
50818,9187,8. Transportadores y Receptores
12734,91869,8. Transportadores y Receptores
53573,91862,8. Transportadores y Receptores
51783,91860,Metabólico No Clasificado (Otros)
35164,91851,Metabólico No Clasificado (Otros)
35490,9185,Metabólico No Clasificado (Otros)
33995,9185,Metabólico No Clasificado (Otros)
37484,9184,Metabólico No Clasificado (Otros)
49775,91833,Metabólico No Clasificado (Otros)
48697,91833,Metabólico No Clasificado (Otros)
41776,9183,Metabólico No Clasificado (Otros)
48712,91828,Metabólico No Clasificado (Otros)
44716,9182,Metabólico No Clasificado (Otros)
3257,9181,Metabólico No Clasificado (Otros)
54052,91807,2. Transferasas
41732,91801,2. Transferasas
17775,9180,Metabólico No Clasificado (Otros)
25662,9179,Metabólico No Clasificado (Otros)
28580,91782,Metabólico No Clasificado (Otros)
14571,91775,Metabólico No Clasificado (Otros)
40529,9177,Metabólico No Clasificado (Otros)
58614,91768,Metabólico No Clasificado (Otros)
58064,91768,Metabólico No Clasificado (Otros)
58828,91768,Metabólico No Clasificado (Otros)
49672,91754,2. Transferasas
49221,91754,2. Transferasas
7400,91752,Metabólico No Clasificado (Otros)
48380,91750,Metabólico No Clasificado (Otros)
13956,9175,2. Transferasas
12299,9175,2. Transferasas
65917,91746,Metabólico No Clasificado (Otros)
15910,91746,Metabólico No Clasificado (Otros)
37548,91734,5. Isomerasas
11240,9173,Metabólico No Clasificado (Otros)
